space_index,time_index,time_center_s,location_center_m,speed_kmh,sample_count,filled,t_bottom_left_s,t_bottom_right_s,t_top_right_s,t_top_left_s,x_bottom_m,x_top_m
0,0,16.0,25.275000000000205,70.19390432098766,18,0,1.0,31.0,31.0,1.0,0.275000000000205,50.275000000000205
0,1,46.0,25.275000000000205,69.78507936507937,14,0,31.0,61.0,61.0,31.0,0.275000000000205,50.275000000000205
0,2,76.0,25.275000000000205,68.3023202614379,17,0,61.0,91.0,91.0,61.0,0.275000000000205,50.275000000000205
0,3,106.0,25.275000000000205,63.46214285714286,22,0,91.0,121.0,121.0,91.0,0.275000000000205,50.275000000000205
0,4,136.0,25.275000000000205,66.45,16,0,121.0,151.0,151.0,121.0,0.275000000000205,50.275000000000205
0,5,166.0,25.275000000000205,63.50282163742689,19,0,151.0,181.0,181.0,151.0,0.275000000000205,50.275000000000205
0,6,196.0,25.275000000000205,59.781322751322755,33,0,181.0,211.0,211.0,181.0,0.275000000000205,50.275000000000205
0,7,226.0,25.275000000000205,62.9846590909091,22,0,211.0,241.0,241.0,211.0,0.275000000000205,50.275000000000205
0,8,256.0,25.275000000000205,66.83976001511716,21,0,241.0,271.0,271.0,241.0,0.275000000000205,50.275000000000205
0,9,286.0,25.275000000000205,59.67578185328185,37,0,271.0,301.0,301.0,271.0,0.275000000000205,50.275000000000205
0,10,316.0,25.275000000000205,65.07341458805745,21,0,301.0,331.0,331.0,301.0,0.275000000000205,50.275000000000205
0,11,346.0,25.275000000000205,63.43008125472412,21,0,331.0,361.0,361.0,331.0,0.275000000000205,50.275000000000205
0,12,376.0,25.275000000000205,68.10094820384293,19,0,361.0,391.0,391.0,361.0,0.275000000000205,50.275000000000205
0,13,406.0,25.275000000000205,69.96157407407408,18,0,391.0,421.0,421.0,391.0,0.275000000000205,50.275000000000205
0,14,436.0,25.275000000000205,68.3265873015873,10,0,421.0,451.0,451.0,421.0,0.275000000000205,50.275000000000205
0,15,466.0,25.275000000000205,49.46602272727272,22,0,451.0,481.0,481.0,451.0,0.275000000000205,50.275000000000205
0,16,496.0,25.275000000000205,50.45694099378883,46,0,481.0,511.0,511.0,481.0,0.275000000000205,50.275000000000205
0,17,526.0,25.275000000000205,53.121024531024545,33,0,511.0,541.0,541.0,511.0,0.275000000000205,50.275000000000205
0,18,556.0,25.275000000000205,57.17411564625851,35,0,541.0,571.0,571.0,541.0,0.275000000000205,50.275000000000205
0,19,586.0,25.275000000000205,61.31814814814815,12,0,571.0,601.0,601.0,571.0,0.275000000000205,50.275000000000205
0,20,616.0,25.275000000000205,65.08697562358275,28,0,601.0,631.0,631.0,601.0,0.275000000000205,50.275000000000205
0,21,646.0,25.275000000000205,61.87926518883416,29,0,631.0,661.0,661.0,631.0,0.275000000000205,50.275000000000205
0,22,676.0,25.275000000000205,60.77641025641026,13,0,661.0,691.0,691.0,661.0,0.275000000000205,50.275000000000205
0,23,706.0,25.275000000000205,61.20470486111111,16,0,691.0,721.0,721.0,691.0,0.275000000000205,50.275000000000205
0,24,736.0,25.275000000000205,62.03510683760684,26,0,721.0,751.0,751.0,721.0,0.275000000000205,50.275000000000205
